F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,Target
-3.12,-59.07,77.28,10,2.23,-625.58,-176.42,0.16,25.26,-3.79,-4278.12,-2038.29,-975.56,-2326.82,113.97,UK,-169.44,-794.6,7474.91,26603.7,1200.51,-48.33,84.3,-11.7,-2271.12,1.68,5313.07,-4.13,53.64,777.76,-2080.26,18,37.5,Very high,302.66
25.44,-151.62,72.36,10,71.23,-501.22,-529.14,2.95,5.46,-12.4,-4233.36,-1816.11,-3345.54,-1774.34,234.83,USA,-205.32,-1422.58,6352.35,18825.45,3040.5,-47.52,58.46,-9.33,-3983.07,12.38,1536.73,-4.54,60.86,397.03,-1881.06,12,36.48,Very high,268.62
-12.51,-132.45,52.5,4,69.25,-525.22,-1587.22,9.35,5.98,-11.5,-3851.84,-1514.09,-2201.32,-2372.68,102.83,Rest,-167.46,-723.82,7219.52,23324.1,3020.43,-51.3,62.02,-13.69,-3271.2,5.2,856.93,-0.05,31.42,674.55,-834.66,9,45.9,Very high,388.99
-85.47,10.17,65.31,4,115.8,-448.78,-209.6,13.72,9.82,-8.46,-3966.46,-1294.43,-1455.98,-2402.34,141.87,Rest,-254.07,-884.14,5774.12,24282.39,1411.11,-57.96,60.62,-15.23,-3008.97,6.78,1680.96,1.24,61.78,435.22,-1512.12,21,58.32,High,360.47
2.94,-123.63,48.99,6,77.12,-436.1,-851.26,0.17,17.1,-10.72,-3387.64,-1902.66,-701.34,-1757.16,152.72,Europe,-207.75,-773.56,474.57,38094.99,1100.22,-50.1,63.16,-9.23,-2760.45,11.44,215.32,-6.73,48.74,711.43,-2490.78,18,30.81,High,120.16
-27.36,7.14,64.11,8,71.88,-578.12,-420.94,0,9.14,-1.33,-4686.1,-1326.25,-1198.76,-2195.96,100.42,USA,-256.44,-540.38,2533.59,18644.94,2585.79,-14.76,57.12,-14.04,-2330.97,12.4,-205.49,-2.22,64.86,768.96,-2076.66,18,30.84,Very low,-8.93
-125.64,87.15,72.27,10,75.01,-537.24,-375.28,446.59,8.16,-8.81,-4077.16,-1744.88,-854.88,-3086.88,121.47,Rest,-184.26,-1194.68,11485.85,20125.65,1662.57,-69.87,91.44,-12.73,-2962.92,7.54,-945.07,-3.45,40.08,944.5,-2395.83,12,35.91,Medium,84.38
208.95,-81.33,69.03,8,30.69,-515.06,-679.62,10.62,8,-12.98,-3652.7,-2362.82,-3101.66,-2637.72,109.18,UK,-228.96,-1496.56,2443.45,22734.81,1570.5,-51.42,59.46,-4.04,-2649.36,3.38,436.88,-0.08,43.44,497.23,-703.08,15,24.12,Very low,346.53
5.37,-33.27,72.39,6,101.62,-627.28,-142.32,13.71,2.7,-5.71,-3528.9,-1693.46,-3754.78,-3276.56,132.08,Rest,-260.85,-1071.24,8390.53,20481.75,1920.12,-61.2,70.98,-7.09,-3199.41,5.84,1302,-2.92,51.22,608.76,385.47,12,41.82,Very high,190.7
22.89,-99.3,65.91,12,46.65,-473.66,-590,0.99,17.34,-6.79,-3897.3,-1295.79,-2638.4,-2522.84,39.23,UK,-342.69,-968.5,2344.07,16112.46,1945.86,-52.5,54.16,-14.11,-4127.64,14.06,2613.7,-1.21,55.76,969.43,-3342.84,6,35.25,Medium,-8.93
79.98,-153.03,63.78,8,114.8,-382.58,-567.7,0.72,6.66,-11.13,-3860.88,-1502.8,-2127.8,-1830.98,228.56,USA,-112.35,-710.8,13386.27,34666.77,2379.33,-50.7,57.48,-18.47,-2817.48,1.6,12159.02,-7.81,38.24,902.88,-2955.12,18,20.04,Medium,736.74
-49.08,-76.56,66.6,6,71.53,-811.24,-161.58,44.07,13.36,-10.22,-3822.06,-2189.39,-2148.22,-2169.9,120.68,USA,-75.24,-937.56,1053.84,28288.86,1426.77,-55.29,49,-15.3,-3479.25,15.96,512.46,-2.79,48.6,1090.56,856.65,27,39.75,Very high,611.76
172.56,-185.82,77.88,14,84.07,-665.08,-482.48,0.04,11.9,-10.88,-3703.2,-1918.34,-1926.96,-1799,129.72,Rest,-276,-1036.76,4764.45,31401.39,788.58,-53.34,57,-19.87,-3728.52,6.78,10507.03,-2.14,50.14,484.97,-1168.32,15,30.9,Low,38.94
69.09,-15.33,68.31,4,103.03,-359.46,-573.02,15.44,3.4,-13.19,-4076.26,-1537.25,-1330.32,-1867.94,193.81,Rest,-225.42,-337.88,7142.37,17420.88,125.52,-64.35,59.08,-23.79,-2767.26,2.2,5703.48,0.76,47.3,1092.73,-316.35,12,37.08,Very low,325.7
41.73,3.78,74.76,6,85.47,-340.74,-557.46,4.11,4.22,-13.96,-3616.92,-1854.13,738.26,-2437.66,162.68,USA,-252.45,-1636.02,12900.83,29386.74,1713.54,-47.94,48.22,-9.82,-2666.91,28.38,1979.98,-5.82,51.36,1221.22,-2057.55,18,54.99,Very high,193.35
102.12,-271.35,62.61,10,33.37,-603.52,154.26,0.02,8.56,-16.32,-3485.58,-1686.51,-1317.28,-2492.84,157.4,Europe,-79.92,-562.2,1986.86,34974.48,2169.99,-50.79,64.18,-21.93,-2133.75,11.9,-939.13,-3.39,48.74,358.25,-3465.93,12,37.83,Low,63.45
-8.61,-102,69.33,2,94.94,-505.46,-364.08,1.15,19.92,-9.39,-4255.48,-1896.04,-1105.6,-2264.06,144.98,Rest,16.83,-209.66,11548.82,30041.13,1461.63,-47.94,69.38,-13.79,-3448.29,2.9,1995.36,-6.8,58.12,870.16,-1197.75,18,31.17,Medium,473.04
-79.95,-237.24,74.82,6,96.07,-534.8,-0.08,0.27,6.98,-12.98,-3402.9,-1726.64,-1223.7,-2425.58,199.42,USA,-341.07,-682.24,3569.12,18009.96,1150.47,-11.4,73.62,-1.54,-3113.28,8.34,-1974.17,-1.83,55.4,633.1,-1684.53,12,46.14,High,578.43
32.49,-195.93,56.16,10,115.44,-527.34,-1453,359.75,22.94,-11.37,-4175.68,-1558.32,-2124.04,-3140.58,155.03,Europe,-7.56,-326.22,2188.9,29304.63,2258.4,-46.86,66.44,-12.84,-2699.97,4.1,2167.43,-1.5,50.18,900.23,-695.28,6,37.56,Low,17.55
-104.46,-114.57,47.58,16,36.5,-482.94,-318.98,1.3,1.52,-11.38,-3042.84,-1682.04,-1148.64,-3107.92,190.23,USA,-495.57,-656.52,1385.29,21289.53,2923.56,-32.88,72.78,-16.38,-3429.39,21.12,2264.43,-0.84,56.44,907.65,-1467.66,12,33.33,Low,-8.93
19.65,-111.75,74.46,6,60.55,-519.8,-618.32,0.02,3.44,-8.44,-4535.48,-2252.35,-1582.94,-1465.82,129.2,Rest,-225.84,-2279,6831.81,28441.14,2431.5,-52.38,47.86,-16.81,-3187.77,5.56,1992.47,-4.29,58.38,658.26,279.72,9,41.31,Low,95.04
-4.5,-137.43,69.75,2,63.6,-398.06,-2001.24,1.1,3.22,-8.54,-3738.8,-1682.49,-1696.56,-2469.4,150.33,UK,-185.22,-1683.38,5738.39,19986.03,2403.66,-61.89,65.02,-12.04,-3929.43,10.12,1353.8,-5.24,63.74,1049.8,-2049.69,21,30.33,Medium,434.26
-60.99,-179.37,60.57,4,76.55,-481.14,-576.22,0.61,3.18,-12.19,-3778.16,-1461.59,-2338.96,-1882.12,217.86,UK,-188.22,-932.44,2935.01,36258.72,1960.17,-53.49,74.68,-14.39,-1367.97,9.5,-2794.69,-5.5,51.94,775.99,-2829.75,9,35.46,Medium,348.83
44.55,-80.34,17.46,12,54.13,-599.84,-639.86,0.05,8.56,-12.03,-5514.88,-2072.78,-1338.06,-3264.64,110.41,Rest,-268.2,-662.5,5803.05,41593.14,1992.96,-52.29,62.82,-0.62,-2625.45,3.4,4685.99,-8.86,54.84,429.17,-1689.84,6,45.9,Very high,257.6
66.48,-75.66,49.38,10,66.34,-486.62,-192.52,7.39,3.72,-6.35,-4112.78,-1543.88,-2525.2,-2851.24,174.46,UK,-191.79,-1678.12,4570.2,19442.16,246.09,-45.15,52.16,-5.57,-1185.81,14.74,3401.56,1.87,35.64,638.95,-1058.16,15,39.72,Very high,-8.93
5.94,-55.02,71.55,4,41.79,-617.18,114.76,1.68,7.06,-5.31,-3241.32,-1416.93,-1995.18,-2222.1,117.54,Europe,-168.36,-558.36,850.36,26798.13,2577.66,-63.36,73.14,-12.84,-2521.56,3.58,-3275.97,-2.5,53.92,520.2,-1776.99,12,61.68,Medium,50.67
200.31,-92.52,63.3,10,112.35,-427.24,-339.08,0.01,1.92,-14.74,-3852.18,-1265.51,-1591.22,-1482.08,290.8,USA,-264.48,456.56,2847.31,32607.51,1335.93,-16.86,59.82,-8.93,-2563.23,2.92,1086.48,-3.46,53.02,611.9,-658.83,9,34.74,High,681.75
83.46,-122.49,83.25,8,68.37,-556.8,-396.06,0.38,1.84,-13.67,-3808.12,-1589.16,-1409.38,-3249.42,134.83,Europe,-266.1,-1702.12,2095.35,27665.79,411.66,-42.66,62.76,-22.96,-1416.48,8.24,-640.36,-6.58,49.26,708.48,-577.47,15,19.53,Medium,131.13
-8.73,-286.59,33.87,10,21.42,-655.72,817.36,4.05,3.82,-7.85,-4566.76,-2031.41,-1887.94,-2390.42,74.79,USA,-209.88,-1067.08,4263.09,10366.32,2229.18,-47.16,59.66,-13.1,-4293.18,8.38,4807.51,0.95,55.06,1109.73,-2496.84,9,44.52,Low,-8.93
-83.73,-183.51,60.33,6,56.03,-459.42,-1087.18,4.6,9,-11.2,-3419.92,-1550.73,-2054.46,-1502.44,138.67,UK,-129.9,-1000.08,8302.4,18204.57,2497.08,-54.87,54.44,-11.84,-3146.16,5.68,869.02,-5.28,51.96,1141.42,1292.28,3,62.88,High,273.97
-147.3,45.06,59.34,8,35.21,-461.14,-739.3,13.78,2.62,-13.15,-3462.32,-1357.67,-2037.28,-961.68,148.55,UK,-164.43,-1620.64,6136.43,44314.26,1667.4,-46.23,63.88,-11.91,-3088.59,4.18,2522.89,-9.88,51.14,555.49,-2104.8,9,36.93,Very low,338.83
214.56,-109.17,68.31,4,70.42,-475.58,-436.18,0.72,8.02,-9.83,-3867.84,-1771.27,-1235.98,-2546.22,180.84,Europe,-230.94,-1475.7,5223.01,36753.3,1242.69,-47.1,56.98,-13.8,-2571.75,10.76,5756.23,-0.43,53.66,518.24,-10.05,15,37.74,Very high,174.34
81.75,-206.61,67.11,12,74.24,-433.4,-425.62,2.9,2.12,-7.2,-4509.92,-1861.88,-395.02,-2247.9,139.27,UK,-310.23,2.48,6346.96,32917.71,1782.24,-53.82,63.34,-14.06,-3195.09,9.38,992.27,-5.33,44.9,950.85,-501.09,0,25.65,High,-8.93
-16.26,-211.92,67.17,4,58.41,-287.82,-1980.12,0.05,13.48,-8.06,-4266.92,-2022.36,-1814.6,-2641.78,104.91,Rest,-24.93,-445.26,3307.14,26772.21,1497.57,-54.93,66.16,-9.36,-1812.69,16.06,9710.94,-3.92,51.28,977.36,-939.66,12,31.02,High,20.59
-90.6,-44.28,75.42,2,39.61,-556.76,-885.54,4925.23,10.18,-13.06,-3232.24,-1640.18,-348.52,-2390.5,110.74,UK,-225.18,-1583.92,7877.76,30841.71,-370.53,-55.41,63.9,-22.75,-2967.45,2.3,14364.61,-1.68,48.44,899.54,-62.79,12,35.67,Very low,539.81
26.52,-266.13,67.74,0,94.79,-372.3,-386.94,0.37,2.64,-10.29,-4761.68,-1389.1,-2536.46,-2977.52,94.17,Rest,-231.51,-1627.76,7052.52,36830.61,1372.86,-53.7,62.54,-15.02,-2902.71,0.96,2431.52,1.51,53.1,540.94,336.03,18,44.1,High,630.49
196.65,-165.45,66.12,6,70.56,-463.22,-1424.62,0.05,5.74,-7.39,-4419.52,-1571.16,-1918.9,-1931.2,150.94,UK,-226.08,-2031.58,5430.87,33923.22,1459.65,-47.85,71.6,-6.68,-3206.76,15.46,399.97,1.24,62.32,758.82,-778.35,15,36.66,Very high,77.92
107.7,-121.17,86.01,4,41.71,-485.34,-1855.42,1.26,10.02,-4.42,-5516.32,-2035.75,150.1,-2551.96,134.97,Europe,-298.98,-615.28,5796.22,35466.66,1061.37,-58.23,59.56,-13.74,-4181.04,9.04,2811.28,-2.96,46.54,804.42,-2411.19,6,34.71,Very high,22.68
4.26,-107.85,66.15,10,40.72,-458,-945.94,1.46,6.6,-16.11,-3570.2,-1507.03,-2174.78,-3260.06,152.77,Rest,-315.48,199.32,10511.44,17613.33,362.22,-53.49,55.54,-10.29,-2644.41,17.66,3114.97,-4.67,51.7,627.46,-2924.7,9,43.29,Medium,55.41
19.62,-225.39,64.53,6,68.57,-486.32,-1461.68,2.57,13.36,-5.75,-4209.28,-1841.27,410.32,-3523.42,76.18,USA,-260.07,-445.74,5701.29,15087.75,1242.33,-53.49,65.7,-14.34,-2795.34,7.16,4031.76,1.92,56.06,726.48,-1895.52,18,25.14,Very high,400.99
17.22,1.71,91.62,10,31.56,-407.72,-267,51.2,9.54,-10.53,-4151.64,-1915.22,-660.32,-1891.56,114.83,Europe,-257.61,-611.04,6404,20970.24,1944.54,-45.3,62.94,-13.83,-3114.3,1.94,2977.7,2.75,49.22,657.61,1006.35,6,25.95,Very low,10.19
-19.26,-88.83,74.94,8,72.83,-527.48,-1899.26,6.94,5.28,-6.86,-3709.5,-1800.31,-840.74,-2956.76,158.42,USA,-195.39,-520.2,8541.86,26103.33,1472.28,-52.68,57.58,-21.5,-2748,23.4,196.53,-0.15,55.22,765.14,-2864.85,0,45.81,Medium,-8.93
135.18,-187.95,67.89,14,62.91,-371.72,-692.54,0.03,13.26,-11.02,-3146.94,-1457.56,-1043.52,-3219.08,31.17,Rest,-264.48,-323.64,10608.23,26211.93,2338.35,-53.1,53.94,-17.7,-2267.73,12.1,3280.54,-0.39,66.66,1634.81,156.93,9,35.1,Very low,-8.93
145.5,-325.11,62.67,6,68.44,-430.96,-312,78.39,16.42,-10.71,-4424.28,-1400.22,-1339.68,-2187.74,-49.23,USA,-181.62,-1010.86,7335.86,30729.6,1882.14,-64.53,43.26,-11.66,-3603.03,5.1,-902.24,1.96,36.02,746.87,-696.3,18,36.66,Low,633.29
193.86,-161.64,76.92,8,71.2,-450.18,-841.52,0.83,4.52,-8.12,-4005.92,-1515.42,-944.6,-1695.38,113.57,Europe,-294.24,-492.56,10371.73,33957.69,1591.47,-37.32,59.08,-6.59,-3051.57,7.62,966.94,-4.19,41.08,1020.05,-201.75,12,45.81,Low,30.75
14.31,-282.63,69.39,14,47.36,-477.66,-240.08,10.94,1.76,-7.15,-3889.78,-1636.74,-1593.96,-1174.8,142.22,USA,-77.1,-2196.12,8684.91,33799.83,-708.72,-48.36,61.38,-13.44,-4128.42,2.32,3746.89,0.7,51.04,975.31,-1350.72,6,38.67,High,25.18
-70.65,69.78,79.47,8,69.82,-483.68,-950.6,7.78,10.84,-7.27,-4063.24,-1590.09,-1056.12,-1355.28,155.09,Rest,-138.18,-720.4,2699.14,21086.97,1086.12,-53.34,66.54,-15.74,-3288.06,7.2,6066.16,-4.98,60.82,1061.21,-1570.59,21,31.92,High,192.62
-35.16,-352.89,66.27,18,50.09,-491.2,-425.1,5.25,8.28,-3.83,-3980.78,-1476.09,-2213.84,-2273.78,147.68,USA,-91.47,-674.3,3071.55,27137.61,1151.25,-55.59,49,-10.67,-3105.09,10.94,2255.02,-1.8,42.98,447.9,-1245.72,15,32.04,Low,-8.93
63.51,-258.81,68.07,4,52.57,-520.4,-3498.08,2.61,7.74,-14.64,-3229.32,-1369.11,-1635.02,-2350.12,152.02,Rest,-217.26,-1009.18,5788.69,13528.14,2862.96,-54.6,55.44,-13.44,-2177.97,3.18,5095.72,2.16,61.04,1161,-527.73,15,39.78,High,521.92
2.73,-112.05,63.63,14,81,-430,-295.86,0.9,5.32,-13.12,-4216.72,-1724.6,-2498.66,-2187.18,126.48,Rest,-18.03,-1084.2,8705.51,26604,1414.71,-78.81,31.58,-19.1,-2663.43,2.4,4251.99,-3.51,45.32,664.55,-1098.6,24,25.86,Low,342.94
-63.15,-81.36,70.59,6,94.15,-584.7,-1853.8,2.65,3.86,-8.83,-3495.6,-1806.58,-3100.42,-1686.34,118.27,Rest,-110.79,-1255.46,8922.11,15835.26,1217.73,-64.59,66.96,-15.27,-3259.89,8.5,4207.71,-7.48,44.42,926.14,-461.55,6,29.79,Medium,43.12
-6.81,-228.15,63,8,-11.71,-368.34,-236.72,0.41,14.74,-7.03,-3246.18,-1842.58,-1719.82,-2662.52,166.24,Rest,-249.66,-1266.58,1144.63,33864.84,1733.82,-57.33,56.2,-15.86,-4215.12,13,4254.2,0.75,48.78,1138.42,-1552.5,12,33.63,Low,-8.93
-112.95,-42.69,64.8,6,47.39,-538.62,69.98,15,2.06,-12.05,-3311.04,-1592.16,-1840.2,-2732.16,124.34,Rest,-165.84,-824.54,6814.8,18299.58,1741.29,-29.01,53.8,-16.49,-4635.75,6.06,1549.93,1.46,47.5,854.45,-1316.49,15,14.16,Very low,207.47
2.79,-304.47,71.85,6,0.46,-561.9,406.36,7.59,9.66,-10.44,-4552.24,-1447.97,-252.98,-2284.86,154.91,Europe,-236.31,-1076.18,7586.56,24871.08,813.03,-51.57,58.34,-6.83,-3058.86,11.38,8178.34,0.14,42.74,745.4,153.24,9,46.59,Very low,-6.88
-99.99,-173.88,68.79,6,98.33,-460.94,-508.5,472.54,8.16,-12.43,-4304.08,-1420.18,-1248,-3742.02,129.57,Rest,-395.88,9.62,7305.89,27390.12,1182.81,-50.07,49.84,-17.84,-3066.06,6.7,4928.48,-0.04,58.72,869.32,-995.13,18,37.53,Very low,272.84
-1.71,-137.58,49.38,4,91.6,-492.9,-642.92,8.69,8.26,-5.69,-3312.6,-2390.1,-2467.9,-1381.6,188.71,USA,-192.57,-2069.64,3567.48,23180.67,525.12,-52.2,58.72,-14.13,-3876,8.92,3641.87,-0.2,51.66,812.13,-3035.01,6,38.4,Very low,-8.93
72.57,7.62,66.54,6,70.4,-537.44,-363.36,0.02,23.12,-3.5,-3716.5,-1177.23,-2579.78,-2029.72,136.53,UK,-303.48,-1990.6,2686.66,35977.2,1544.04,-73.2,68.68,-17.43,-1783.92,5.88,1144.19,-2.39,55,601.22,-3870.12,21,34.11,Medium,132.26
5.31,-197.28,70.11,10,68.85,-528.92,-364.14,0.82,8.46,-10.64,-3626.54,-1777.1,-2063.9,-2438.52,200.95,USA,-237.15,-915.86,6523.93,34773.3,1909.05,-61.38,61.76,-10.54,-3260.79,3.24,1037.99,-1.64,49.4,543.55,-1510.02,18,29.07,Low,544.97
-135.42,-119.88,61.56,8,-3.51,-480.72,286.72,4.19,13.32,-10.82,-3803.24,-1755.78,-1075.34,-2842.46,133.36,UK,-211.2,-1509.16,3765.27,29240.94,2157.66,-55.83,62.92,-13.88,-4118.22,7.1,3719.75,-0.67,47.16,759.25,196.11,12,36.24,High,331.83
-37.17,-240.84,71.82,4,105.6,-487.2,-772.12,0.22,4.94,-11.15,-3593.34,-1358.09,-3515.5,-2901.36,131.62,USA,-298.32,-775.4,10288.44,17220.03,1802.34,-52.98,67.52,-13.26,-3036.39,2.42,-11528.16,-4.37,47.04,1460.57,-433.02,9,25.56,Low,602.4
44.4,-68.37,68.7,8,95.13,-441.92,-808.24,0.62,14.62,-5.84,-3990.02,-1563.97,-1608.68,-3255.38,118.82,USA,-256.26,-63.86,1911.96,38143.68,1151.43,-50.58,50.44,-17.01,-2308.44,19.06,5326.83,-6.09,65.32,1019.07,-2288.88,18,32.64,Very high,-8.93
114.18,-22.35,55.83,8,96.64,-589.44,-318.24,23.92,2.42,-10.1,-4367.7,-1844.78,-2013.82,-1714.3,168.96,UK,-298.35,-930.1,8463.26,16106.61,1646.67,-48.3,63.08,-16.31,-3054,3.64,8803.46,-5.98,40.34,1198.35,-529.29,21,36.3,Medium,497.9
38.25,-14.52,49.47,6,120.8,-447.46,52.04,3.45,3.24,-12.84,-2901.78,-1500.01,-2126.1,-1638.1,150.22,USA,-224.82,-263.16,2489.35,27676.32,62.94,-44.49,58.7,-14.63,-3737.1,20.88,2148.71,-2.87,51.98,842.58,-391.38,15,44.91,Low,-8.93
49.59,-106.14,62.73,0,44.67,-231.08,-287.24,14.05,1.78,-4.05,-2762.7,-1721.08,-1828,-2485.68,198.49,USA,-156.39,-1170.96,2394.23,20658.81,1473.03,-53.76,44.4,-13.29,-2645.16,5.8,-2696.33,-7.62,43.24,877.25,-1267.44,9,19.62,Very high,351.45
27.78,-160.59,55.47,10,102.89,-425.14,-929.16,0.24,10.38,-7.27,-3631.56,-1445.4,-2164.42,-2702.92,154,UK,-258.93,-470.18,5651.5,18950.34,1628.1,-52.11,62.4,-9.84,-2082.96,3.18,3830.23,-1.82,62.72,797.99,-1143.12,18,33.48,Very low,-8.93
113.31,-155.82,44.16,4,71.8,-468.48,-525.76,45.02,12.82,-7.28,-3948.12,-1854.58,-566.76,-2776.68,231.55,USA,-163.2,-1535.92,5618.24,21933.78,2266.86,-70.11,48.32,-15.3,-2719.32,3.04,2000.03,-3.39,52.98,961.07,-2707.77,9,35.94,High,469.78
-148.53,-194.43,65.22,8,83.47,-520.4,187.08,130.93,5.96,-8.55,-3818.84,-1757.08,-836.12,-3576.38,133.83,UK,-203.82,-652.78,6885.84,16727.97,2765.61,-69.06,59.1,-11.46,-3775.68,7,-9945.66,-6.75,58.46,1126.61,-1213.41,12,44.49,High,175.2
-45.21,-99.75,79.2,14,52.26,-424.74,-289.36,6.66,29.2,-9.17,-2314.42,-1199.43,-872.3,-3721.2,156.9,UK,-207.6,-1820.88,3911.52,36693.84,823.02,-37.77,50.68,-17.63,-3128.7,7.24,1330.14,-6.33,53.92,733.62,-1495.71,12,26.94,Low,-8.93
34.71,-73.44,66.57,2,64.59,-451.32,-249.9,1.63,6.98,-11.94,-3389.88,-1651.6,-1195.84,-2157.66,79.88,Europe,-256.68,-622.16,7873.23,29552.16,2784.21,-56.97,60.78,-28.4,-3114.96,19.04,6836.71,-3.14,58.02,1157.93,-995.49,6,41.01,Very low,-8.93
77.67,-8.58,66.3,4,15.34,-383.58,-2176.46,0.04,2.64,-10.46,-2771.58,-1094.52,547.66,-1611.58,142.68,Rest,-223.62,-1714.74,-415.14,24629.52,569.7,-55.2,59.82,-13.14,-1382.22,6.7,-2008.64,-2.24,53.76,1034.82,-2017.02,18,53.61,Very high,392.72
-41.1,77.55,80.22,4,47.27,-476.24,231.48,0.07,11.58,-7.46,-2884.74,-1510.47,-1636.16,-3107.32,141.92,UK,-246.75,-729.74,-408.25,33033.63,1456.08,-56.07,61.16,-18.51,-1103.1,9.84,4116.87,-3.14,51.26,727.25,-2373.93,6,36.21,High,-8.93
-17.49,6,62.07,14,59.1,-605.38,456.92,212.3,16,-11.61,-3679.96,-1830.95,-2381.32,-3121.78,203.6,Rest,-303.39,-1164.72,4059.53,21501.81,2050.65,-51.84,62.32,-11.46,-1979.31,3.1,2331.8,-2.32,54.94,1024.28,-1228.62,15,15.9,Very low,56.41
-78.51,-118.53,66.69,4,-20.31,-557.82,-571.74,202.47,6.36,-8.26,-3579.26,-1204.39,-1453.3,-1849.88,195.98,Europe,-49.71,-1442.88,8380.93,39316.89,668.49,-55.62,59.4,-11.79,-3995.31,22.72,1743.19,-5.88,53.1,1094.26,-1544.88,18,72.6,Very high,41.12
-81.72,-140.37,72.87,8,40.19,-467.86,-626.64,0.16,1.12,-9.97,-4097.12,-1128.26,-1334.14,-1805.34,122.67,USA,-76.65,-1748.6,6339.06,19087.08,2147.67,-42.84,56.1,-4.36,-4591.17,2.48,7492.14,-7.41,58.14,861.53,-1135.8,12,74.4,Medium,468.12
91.86,-147,77.4,16,62.51,-513.92,381.12,14.65,3.62,-8.34,-4415.42,-1961.13,-1148.7,-2533.26,171.21,USA,-263.82,-1390.04,8862.67,8480.25,1472.13,-56.04,68.14,-17.2,-3882.99,7.46,3160.81,-2.4,28.5,893.37,-2530.5,15,4.02,Medium,-8.93
-13.14,-33.39,68.37,10,40.21,-554.44,-720.88,2.37,11.68,-10.57,-4932.94,-1046.75,-1674.52,-2449.9,141.56,Europe,-69.36,-1547.84,7101.97,29174.19,2359.92,-63.93,60.52,-17.76,-2201.31,18.48,975.23,-7.21,61.68,1563,-2186.67,12,53.55,Medium,-8.93
198.6,-49.71,70.35,8,77.59,-507.68,-385.92,3.03,12.1,-11.15,-3262.44,-1161.54,-2603.28,-2893.38,141.07,USA,-246.09,168.56,5455.4,27238.83,1006.02,-51.15,65.66,-15.24,-2686.14,18,-3725.85,2,36.86,609.6,-110.31,18,35.07,High,105.15
9.96,-222.27,71.01,6,-9.7,-361.96,1824.84,0.23,18.42,-7.38,-3710.08,-1136.33,-740.36,-1296.44,93.07,Rest,-291.57,-156.4,12935.4,22218.03,891.18,-53.64,60.26,-16.26,-3777.63,2.72,5827.94,1.16,53.48,637.62,-536.04,6,33.9,High,201.99
-46.23,-13.89,68.1,6,48.81,-386.84,-1533.48,5.27,8.26,-9.67,-3867.46,-1500.24,-1950.08,-2281.46,41.85,Europe,-263.88,-418.92,6491.24,26622.33,345.39,-47.04,60.3,-16.62,-3023.61,6.3,1975.9,-4.61,54.1,1142.1,-1851.09,12,38.76,Very low,40.24
72.24,-137.94,77.4,14,20.46,-421.2,-649.42,0.93,0.86,-9.01,-4890.28,-1403.04,-2431.02,-2446.6,116.67,UK,-186.3,-627.14,2044.9,26842.35,1427.37,-51,73.5,-17.13,-4055.04,3.46,68.81,-1.63,42.4,641.99,-196.65,24,51.15,Very low,66.14
-8.16,-70.77,65.73,10,52.35,-461.12,-767.58,125.36,18.4,-9.24,-3145.18,-1882.69,-1811.66,-639.78,125.24,Rest,-210.27,-1243.54,8803.59,29603.91,566.73,-59.97,53.28,-7.65,-1661.01,4.2,-7436.87,-8.94,51.84,959.33,-399.93,6,34.95,High,134.67
189.21,-99.54,57.99,2,78.52,-583.38,314.6,0.24,0.44,-8.62,-2400.38,-1537.05,-589.24,-1219.26,129.34,UK,-172.35,-1345.54,517.07,27708.57,1360.23,-41.85,47.72,-14.6,-3230.76,20.06,1960.74,1.2,44.16,968.07,-1017.42,9,46.8,Very low,-8.93
93.93,-110.28,56.76,8,59.6,-445,495.84,0.05,7.48,-14.1,-3831.3,-1192.63,-1253.84,-2809.58,134.46,USA,-261.87,-273.5,8775.68,25927.74,1480.05,-41.37,57.14,-12.24,-2216.73,5.28,2572.6,-1.85,48.7,694.24,-1426.89,6,46.74,Very low,244
-40.77,5.64,52.71,10,49.51,-445.84,-352.44,0.59,13.3,-10.9,-4107.52,-1557.56,-1658.2,-2675.16,159.5,USA,-107.79,-1108.68,2177.77,22319.67,2812.65,-62.19,65.94,-1.7,-3140.04,5,-4068.31,-0.09,47.04,1182.81,-536.61,21,27.21,Low,397.51
3.27,-122.82,57.72,8,45.7,-130.08,-790.3,0.2,0.06,-9.43,-4524.74,-2091.58,-1940.3,-2803.62,139.18,Rest,-250.14,-1896.98,3051.1,38804.13,729.78,-58.35,64.26,-13.96,-2454,3.58,-9688.36,-0.06,33.62,1021.85,-1782.96,15,31.59,Very low,154.56
-27.06,-198.33,63.84,4,125.66,-343.28,-1649.42,0.03,8.94,-9.63,-4173.92,-1619.93,-1609.22,-1543.96,47.85,Rest,-192.42,-777.76,1989.75,28664.19,1462.68,-42.33,58.48,-12.98,-1412.28,12.16,1416.67,-3.51,44.46,976.86,-1613.52,9,17.7,High,107.25
-32.25,-357.45,80.1,2,46.75,-577.86,44.46,13.06,11.1,-7.91,-4506.36,-1555.06,-1488.26,-2327.94,105.81,UK,-257.34,67.04,5192.81,30608.22,697.5,-63.36,54.54,-14.86,-3227.52,1.7,-1302.23,0.46,43.06,1162.39,-1497.24,18,43.86,Medium,543.02
